# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr  1 18:53:37 2026
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
KOI-12 b,KOI-12,0,1,2,17.85523000000,0.00000100000,-0.00000100000,0,,,,,17.26186000,5.04405000,-5.04405000,0,1.54000000,0.45000000,-0.45000000,0,1690.85560000,1941.94130000,-1941.94130000,0,5.32000000,6.11000000,-6.11000000,0,Mass,0.720000,,,0,,,,,6820.00,120.00,-120.00,0,1.750000,0.510000,-0.510000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85523290000,0.00000330000,-0.00000330000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85521969800,0.00000377400,-0.00000377400,0,0.1463000000,,,0,14.63000000,8.54000000,-3.18000000,0,1.30520342,0.76188908,-0.28370109,0,,,,,,,,,,0.000000,,,0,942.00,,,0,6635.00,142.00,-214.00,0,1.516000,0.885000,-0.330000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85521969800,0.00000377400,-0.00000377400,0,0.1463000000,,,0,14.63000000,8.54000000,-3.18000000,0,1.30520342,0.76188908,-0.28370109,0,,,,,,,,,,0.000000,,,0,942.00,,,0,6635.00,142.00,-214.00,0,1.516000,0.885000,-0.330000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,,,,,,,,,14.43300000,0.62400000,-0.59100000,0,1.28762601,0.05566955,-0.05272549,0,,,,,,,,,,,,,,,,,,6820.00,136.00,-136.00,0,1.500000,0.065000,-0.061000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85521969800,0.00000377400,-0.00000377400,0,0.1463000000,,,0,14.63000000,8.54000000,-3.18000000,0,1.30520342,0.76188908,-0.28370109,0,,,,,,,,,,0.000000,,,0,942.00,,,0,6635.00,142.00,-214.00,0,1.516000,0.885000,-0.330000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85521969800,0.00000377400,-0.00000377400,0,,,,,18.37000000,5.64000000,-3.65000000,0,1.63886163,0.50316710,-0.32563119,0,,,,,,,,,,,,,,,,,,6918.00,291.44,-241.74,0,1.910000,0.586000,-0.380000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85514900000,0.00001000000,-0.00001000000,0,0.1440000000,,,0,13.40000000,6.60000000,-6.60000000,0,1.19546999,0.58881358,-0.58881358,0,,,,,,,,,,0.000000,,,0,912.00,,,0,6635.00,71.00,-71.00,0,1.400000,0.690000,-0.690000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85523216364,0.00003428657,-0.00003428657,0,,,,,14.59767531,0.68686056,-0.68686056,0,1.30231960,0.06127770,-0.06127770,0,,,,,,,,,,,,,,938.34,,,0,6779.20,106.30,-106.30,0,1.491140,0.066985,-0.066985,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85522760000,0.00000450000,-0.00000450000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6820.00,120.00,-120.00,0,1.630000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,1,1,2,17.85518200000,0.00000800000,-0.00000600000,0,0.1540000000,0.0040000000,-0.0030000000,0,13.78707000,0.67254000,-0.56045000,0,1.23000000,0.06000000,-0.05000000,0,349.61300000,1112.40500000,-254.26400000,0,1.10000000,3.50000000,-0.80000000,0,Mass,0.340000,0.080000,-0.070000,0,,,,,,,,,1.400000,0.070000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85522168100,0.00000367600,-0.00000367600,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,6779.23,93.00,-119.64,0,1.491140,0.069163,-0.064807,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85522584370,0.00000064380,-0.00000064380,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779.23,93.00,-119.64,0,1.491140,0.069163,-0.064807,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85522168100,0.00000367600,-0.00000367600,0,0.1491000000,,,0,13.16000000,2.57000000,-0.65000000,0,1.17405858,0.22928044,-0.05798922,0,,,,,,,,,,0.000000,,,0,911.00,,,0,6823.00,61.00,-92.00,0,1.367000,0.267000,-0.067000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-1257 b,KOI-1257,0,2,1,86.64763676000,0.00004334000,-0.00004334000,0,0.3529000000,,,0,7.62000000,6.38000000,-0.91000000,0,0.67981204,0.56918646,-0.08118490,0,,,,,,,,,,0.000000,,,0,366.00,,,0,5321.00,180.00,-146.00,0,0.858000,0.718000,-0.102000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-1257 b,KOI-1257,1,2,1,86.64766100000,0.00003400000,-0.00003400000,0,0.3820000000,0.0060000000,-0.0060000000,0,10.54000000,1.35000000,-1.35000000,0,0.94000000,0.12000000,-0.12000000,0,460.83000000,111.24000000,-111.24000000,0,1.45000000,0.35000000,-0.35000000,0,Mass,0.772000,0.045000,-0.045000,0,511.00,50.00,-50.00,0,5520.00,80.00,-80.00,0,1.130000,0.140000,-0.140000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-1257 b,KOI-1257,0,2,1,86.64763676000,0.00004334000,-0.00004334000,0,0.3529000000,,,0,7.62000000,6.38000000,-0.91000000,0,0.67981204,0.56918646,-0.08118490,0,,,,,,,,,,0.000000,,,0,366.00,,,0,5321.00,180.00,-146.00,0,0.858000,0.718000,-0.102000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-1257 b,KOI-1257,0,2,1,86.64774000000,0.00013000000,-0.00013000000,0,0.3550000000,,,0,7.10000000,4.70000000,-4.70000000,0,0.63342066,0.41930664,-0.41930664,0,,,,,,,,,,0.000000,,,0,364.00,,,0,5311.00,80.00,-80.00,0,0.850000,0.560000,-0.560000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-1257 b,KOI-1257,0,2,1,86.64766384000,0.00000043000,-0.00000043000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-1257 b,KOI-1257,0,2,1,86.64764448000,0.00004403000,-0.00004403000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-1257 b,KOI-1257,0,2,1,86.64763676000,0.00004334000,-0.00004334000,0,,,,,7.89000000,0.67000000,-0.46000000,0,0.70389865,0.05977340,-0.04103845,0,,,,,,,,,,,,,,,,,,5421.00,49.70,-59.11,0,0.890000,0.075000,-0.052000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-1257 b,KOI-1257,0,2,1,86.64764448000,0.00004403000,-0.00004403000,0,0.3786000000,,,0,9.40000000,1.33000000,-1.33000000,0,0.83861327,0.11865486,-0.11865486,0,,,,,,,,,,0.000000,,,0,419.00,,,0,5522.00,75.00,-83.00,0,1.120000,0.158000,-0.158000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-1257 b,KOI-1257,0,2,1,86.64763676000,0.00004334000,-0.00004334000,0,0.3529000000,,,0,7.62000000,6.38000000,-0.91000000,0,0.67981204,0.56918646,-0.08118490,0,,,,,,,,,,0.000000,,,0,366.00,,,0,5321.00,180.00,-146.00,0,0.858000,0.718000,-0.102000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-1257 b,KOI-1257,0,2,1,86.64767897650,0.00003122800,-0.00003122800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.6419000,0.0004900,-0.0004900
KOI-13 b,KOI-13,0,3,1,1.76358761900,0.00000002800,-0.00000002800,0,,,,,,,,,,,,,,,,,,,,,,0.000640,0.000120,-0.000160,0,,,,,8848.00,,,0,2.440000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358900000,,,0,,,,,16.19700000,0.17900000,-0.17900000,0,1.44500000,0.01600000,-0.01600000,0,,,,,,,,,,,,,,,,,,8511.00,400.00,-400.00,0,1.756000,0.014000,-0.014000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358756900,0.00000003200,-0.00000003200,0,0.0386000000,,,0,25.80000000,10.19000000,-8.04000000,0,2.30172579,0.90909247,-0.71728199,0,,,,,,,,,,0.000000,,,0,3560.00,,,0,9107.00,257.00,-425.00,0,3.031000,1.198000,-0.944000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76370000000,0.00130000000,-0.00130000000,0,,,,,,,,,,,,,2923.90000000,349.60000000,-349.60000000,0,9.20000000,1.10000000,-1.10000000,0,Msini,,,,,,,,,7986.07,177.20,-177.20,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358757000,0.00000001000,-0.00000001000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7986.07,177.20,-177.20,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358756900,0.00000003200,-0.00000003200,0,,,,,17.05000000,2.07000000,-2.73000000,0,1.52109912,0.18467303,-0.24355429,0,,,,,,,,,,,,,,,,,,8482.00,173.55,-197.06,0,2.000000,0.243000,-0.320000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358753500,0.00000004200,-0.00000004200,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,7986.07,177.20,-177.20,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358747370,0.00000000880,-0.00000000880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7986.07,177.20,-177.20,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358753500,0.00000004200,-0.00000004200,0,0.0386000000,,,0,21.42000000,6.33000000,-9.48000000,0,1.91096769,0.56472575,-0.84575041,0,,,,,,,,,,0.000000,,,0,3559.00,,,0,9107.00,242.00,-443.00,0,3.031000,0.895000,-1.342000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358756900,0.00000003200,-0.00000003200,0,0.0386000000,,,0,25.80000000,10.19000000,-8.04000000,0,2.30172579,0.90909247,-0.71728199,0,,,,,,,,,,0.000000,,,0,3560.00,,,0,9107.00,257.00,-425.00,0,3.031000,1.198000,-0.944000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,1,3,1,1.76358800000,0.00000100000,-0.00000100000,0,0.0364100000,0.0008700000,-0.0008700000,0,16.94800800,0.39231500,-0.39231500,0,1.51200000,0.03500000,-0.03500000,0,2949.46240000,50.85280000,-50.85280000,0,9.28000000,0.16000000,-0.16000000,0,Mass,0.000640,0.000120,-0.000160,0,2550.00,80.00,-80.00,0,7650.00,250.00,-250.00,0,1.740000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,,,,,,,,,17.62700000,1.67300000,-1.49100000,0,1.57257561,0.14925506,-0.13301811,0,,,,,,,,,,,,,,,,,,9071.00,317.00,-317.00,0,2.494000,0.237000,-0.211000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358770000,0.00000100000,-0.00000100000,0,0.0370000000,,,0,22.77000000,,,0,2.03000000,,,0,,,,,,,,,,,,,,3320.00,,,0,8848.00,,,0,2.680000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358920000,0.00000140000,-0.00000140000,0,0.0350000000,,,0,20.50000000,,,0,1.80000000,,,0,,,,,,,,,,,,,,3257.00,,,0,8848.00,,,0,2.440000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,,,,,,,,,20.85000000,0.03400000,-0.03400000,0,1.86000000,0.00300000,-0.00300000,0,2637.88000000,397.27000000,-397.27000000,0,8.30000000,1.25000000,-1.25000000,0,Mass,0.050000,,,1,,,,,,,,,2.550000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358756900,0.00000003200,-0.00000003200,0,0.0386000000,,,0,25.80000000,10.19000000,-8.04000000,0,2.30172579,0.90909247,-0.71728199,0,,,,,,,,,,0.000000,,,0,3560.00,,,0,9107.00,257.00,-425.00,0,3.031000,1.198000,-0.944000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358770000,0.00000100000,-0.00000100000,0,0.0380000000,,,0,23.00000000,16.00000000,-16.00000000,0,2.05192610,1.42742685,-1.42742685,0,,,,,,,,,,0.000000,,,0,3370.00,,,0,9071.00,200.00,-200.00,0,2.700000,1.900000,-1.900000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
KOI-13 b,KOI-13,0,3,1,1.76358799000,0.00000037000,-0.00000037000,0,,,,,15.75985400,0.42594200,-0.42594200,0,1.40600000,0.03800000,-0.03800000,0,2070.66245000,500.58225000,-500.58225000,0,6.51500000,1.57500000,-1.57500000,0,Mass,,,,,,,,,7650.00,250.00,-250.00,0,1.710000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,30.70300000,-27.50600000,10.3678000,0.0012250,-0.0012250
